,Clinical Trial Drug Name,DrugBank Drug Name,Match Score,First Approval Date,Highest Development Phase
9851,ss1(dsfv)pe38 - lot 073i0809,ss1(dsfv)-pe38,96.2962962962963,,1.0
9858,ly377604,ly-377604,94.11764705882352,,
9863,inavolisib,inavolisib,100.0,,3.0
9870,tp-05 (lotilaner oral),lotilaner,94.73684210526316,2017.0,4.0
9895,uv1,uv1,100.0,,
9902,ged-0507-34-levo,ged-0507-34-levo,100.0,,
9903,huperzine a,huperzine b,90.0,,
9912,ciraparantag,ciraparantag,100.0,,2.0
9914,lerociclib + letrozole or fulvestrant,lerociclib,100.0,,3.0
9927,ly2181308 sodium,ly2181308,100.0,,2.0
9936,nemiralisib,nemiralisib,100.0,,-1.0
9940,etarfolatide (ec20),etarfolatide,100.0,,2.0
9942,flucytosine,flucytosine,100.0,1971.0,4.0
9947,molindone,molindone,100.0,1974.0,4.0
9955,oki-179 + binimetinib,oki-179,100.0,,1.0
9961,tropifexor (ljn452),tropifexor,100.0,,2.0
9963,gsk1363089 (foretinib),foretinib,90.0,,2.0
9964,flotetuzumab,flotetuzumab,100.0,,2.0
9970,parecoxib sodium/valdecoxib,parecoxib,100.0,2002.0,4.0
9972,pf-05089771,pf-05089771,100.0,,2.0
9977,icatibant (),icatibant,100.0,2008.0,4.0
9978,zabofloxacin,zabofloxacin,100.0,,3.0
9982,pd-0299685,pd-0299685,100.0,,2.0
9986,zotiraciclib (tg02),zotiraciclib,100.0,,1.0
9993,rg4733,rg-4733,92.3076923076923,,
10029,somatrogon,somatrogon,100.0,2022.0,4.0
10045,edrecolomab,edrecolomab,100.0,,3.0
10078,at9283,at9283,100.0,,
10080,glucosamine,glucosamine,100.0,,
10083,sgx523 capsules,sgx-523,92.3076923076923,,1.0
10092,t-62 dose 1,t-62,100.0,,
10109,vk2809,vk-2809,92.3076923076923,,
10125,murepavadin,murepavadin,100.0,,3.0
10127,chloroprocaine,chloroprocaine,100.0,1955.0,4.0
10128,cynk-001,cynk-001,100.0,,
10133,tafluprost,tafluprost,100.0,2012.0,4.0
10142,fluvastatin,fluvastatin,100.0,1993.0,4.0
10143,cholestyramine,cholestyramine,100.0,1973.0,4.0
10144,amonafide l-malate,amonafide,100.0,,3.0
10148,finasteride,finasteride,100.0,,
10150,aldafermin,aldafermin,100.0,,2.0
10169,nop-1a,nop-1a,100.0,,0.5
10174,bromfenac ophthalmic solution,bromfenac,100.0,1997.0,4.0
10187,cadazolid,cadazolid,100.0,,3.0
10189,slx-4090,slx-4090,100.0,,2.0
10192,st-100 (vezocolmitide),stx-100,92.3076923076923,,2.0
10193,sugammadex,sugammadex,100.0,2015.0,4.0
10194,pexelizumab in conjunction with cabg,pexelizumab,100.0,,3.0
10207,lavender and chamomile essential oils,chamomile,100.0,,3.0
10212,pentazocine,pentazocine,100.0,1967.0,4.0
10214,inotersen,inotersen,100.0,,4.0
10215,eplontersen,eplontersen,100.0,,3.0
10223,darigabat,darigabat,100.0,,2.0
10242,cetylpyridinium chloride,cetylpyridinium,100.0,,4.0
10243,otilimab,otilimab,100.0,,3.0
10246,asimadoline,asimadoline,100.0,,3.0
10250,lc16m8 smallpox vaccine,lc16m8,100.0,,
10251,gadopiclenol,gadopiclenol,100.0,2022.0,4.0
10262,arformoterol,arformoterol,100.0,2006.0,4.0
10275,kt-333,kt-333,100.0,,
10287,kava dietary supplement,kava,100.0,,
10290,talactoferrin alfa,lactoferrin,91.66666666666666,,3.0
10292,bms955176,bms-955176,94.73684210526316,,2.0
10300,belzutifan,belzutifan,100.0,2021.0,4.0
10305,lenzilumab,lenzilumab,100.0,,3.0
10306,pixantrone (bbr 2778),pixantrone,100.0,,
10331,trazodone,trazodone,100.0,1981.0,4.0
10333,amp-224,amp-224,100.0,,1.0
10337,vidutolimod,vidutolimod,100.0,,2.0
10343,begelomab,begelomab,100.0,,3.0
10346,lopinavir,lopinavir,100.0,2000.0,4.0
10347,refametinib (bay86-9766),refametinib,100.0,,2.0
10349,d-serine,d-serine,100.0,,3.0
10350,moexipril,moexipril,100.0,1995.0,4.0
10363,alvespimycin hydrochloride,alvespimycin,100.0,,
10371,ep0057,ep0057,100.0,,
10408,adefovir dipivoxil (adv),adefovir,100.0,2002.0,4.0
10428,cmx-2043,cmx-2043,100.0,,2.0
10429,lisofylline,lisofylline,100.0,,2.0
10432,troriluzole,troriluzole,100.0,,3.0
10438,aln-ttr02 (patisiran) administered by intravenous (iv) infusion,patisiran,90.0,,4.0
10445,povidone iodine,povidone,100.0,,4.0
10447,magic shave powder gold,gold,100.0,,4.0
10450,raloxifene,raloxifene,100.0,,
10451,glepaglutide,glepaglutide,100.0,,3.0
10455,gadoteridol,gadoteridol,100.0,1992.0,4.0
10464,carbetocin,carbetocin,100.0,,4.0
10465,baloxavir marboxil,baloxavir,100.0,,2.0
10467,elinzanetant (bay3427080),elinzanetant,100.0,,3.0
10481,plamotamab,plamotamab,100.0,,2.0
10488,agomelatine (ago178c),agomelatine,100.0,2009.0,4.0
10490,tiragolumab,tiragolumab,100.0,,3.0
10512,ta-nic,ta-nic,100.0,,
10522,testolactone,testolactone,100.0,1969.0,4.0
10541,cep-701 (lestaurtinib),lestaurtinib,92.3076923076923,,
10552,cts-1027,cts-1027,100.0,,2.0
10556,apt-1011,apt-101,93.33333333333333,,
10567,13c-pyruvate 13c-lactate and dichloroacetate,trichloroacetate,90.32258064516128,,
10572,emicizumab,emicizumab,100.0,2017.0,4.0
10580,methenamine hippurate 1 g tablet,methenamine,100.0,1967.0,4.0
10592,vt-1598,vt-1598,100.0,,1.0
10600,pitavastatin,pitavastatin,100.0,2009.0,4.0
10613,pf-06291874,pf-06291874,100.0,,2.0
10632,acitretin,acitretin,100.0,1996.0,4.0
10633,tildacerfont,tildacerfont,100.0,,2.0
10637,orismilast modified release tablets,orismilast,100.0,,2.0
10648,azd0328,azd-0328,93.33333333333333,,2.0
10650,islatravir,islatravir,100.0,,-1.0
10660,pf-04447943,pf-04447943,100.0,,2.0
10698,mavacamten,mavacamten,100.0,2022.0,4.0
10710,tt301,tt-301,90.9090909090909,,1.0
10711,ta-cin (arm),ta-cin,100.0,,
10717,ab-101,avb-101,92.3076923076923,,
10730,albuvirtide,albuvirtide,100.0,,3.0
10736,ly2334737,ly-2334737,94.73684210526316,,1.0
10743,azeliragon,azeliragon,100.0,,3.0
10758,nx-1207,nx-1207,100.0,,
10770,sprifermin,sprifermin,100.0,,2.0
10790,azd1940,azd-1940,93.33333333333333,,
10793,cdc7-inhibitor (bms-863233),bms-863233,90.9090909090909,,2.0
10794,avagacestat,avagacestat,100.0,,2.0
10809,metyrosine,metyrosine,100.0,1979.0,4.0
10828,sintilimab,sintilimab,100.0,,3.0
10849,deucravacitinib,deucravacitinib,100.0,2022.0,4.0
10867,trimethoprim  tablet,trimethoprim,100.0,1995.0,4.0
10894,fp-1305 (bexmarilimab),bexmarilimab,92.3076923076923,,2.0
10899,raavrh74.mck.galgt2,raavrh74.mck.galgt2,100.0,,
10938,envafolimab,envafolimab,100.0,,3.0
10952,lutein,lutein,100.0,,3.0
10954,lefamulin,lefamulin,100.0,2019.0,4.0
10955,eniluracil,eniluracil,100.0,,3.0
10957,tanfanercept ophthalmic solution,tanfanercept,100.0,,1.0
10964,gsk1292263,gsk-1292263,95.23809523809523,,2.0
10976,ly518674,ly-518674,94.11764705882352,,2.0
10980,piromelatine,piromelatine,100.0,,2.0
10991,samidorphan,samidorphan,100.0,2021.0,4.0
10992,pm02734,pm02734,100.0,,
11000,radioactive xenon-133 scintigraphy (active comparator),xenon-133,100.0,,4.0
11019,eravacycline,eravacycline,100.0,2018.0,4.0
11020,avadomide (cc-122),avadomide,100.0,,2.0
11028,presatovir,presatovir,100.0,,2.0
11033,bromocriptine,bromocriptine,100.0,,
11047,betahistine,betahistine,100.0,,4.0
11049,emraclidine,emraclidine,100.0,,1.0
11051,pegilodecakin,pegilodecakin,100.0,,3.0
11087,ozarelix,ozarelix,100.0,,3.0
11093,molnupiravir,molnupiravir,100.0,,3.0
11095,xp21279,xp21279,100.0,,
11097,gimatecan® (st-1481),gimatecan,94.73684210526316,,2.0
11098,elacytarabine plus idarubicin,elacytarabine,100.0,,3.0
11108,bms-833923,bms-833923,100.0,,2.0
11119,avp-786 (d6-dextromethorphan hydrobromide and quinidine sulfate combination),quinidine,100.0,1950.0,4.0
11135,carrimycin,carrimycin,100.0,,3.0
11141,sns-032 injection,sns-032,100.0,,1.0
11143,sasanlimab,sasanlimab,100.0,,3.0
11145,nirogacestat oral tablet,nirogacestat,100.0,,1.0
11151,ornithine phenylacetate,ornithine,100.0,,3.0
11160,tegobuvir (gs-9190),tegobuvir,100.0,,2.0
11180,rasagiline mesylate,rasagiline,100.0,2006.0,4.0
11185,pegtarviliase iv,pegtarviliase,100.0,,2.0
11194,pcs499,pcs-499,92.3076923076923,,2.0
11208,patidegib topical gel,patidegib,100.0,,2.0
11228,fluciclatide injection - (ah111585 (f18)),fluciclatide,100.0,,2.0
11239,dexloxiglumide,dexloxiglumide,100.0,,3.0
11253,bemcentinib,bemcentinib,100.0,,2.0
11263,nrx-1074,nrx-1074,100.0,,2.0
11265,an2718,an-2718,92.3076923076923,,1.0
11270,mze001,mze001,100.0,,
11282,sevuparin,sevuparin,100.0,,2.0
11291,cabergoline,cabergoline,100.0,1996.0,4.0
11299,efaproxiral,efaproxiral,100.0,,-1.0
11303,ad-rts-hil-12,ad-rts-hil-12,100.0,,
11304,veledimex,veledimex,100.0,,2.0
11321,torsemide,torasemide,94.73684210526316,1993.0,4.0
11325,vxa-cov2-1,vxa-cov2-1,100.0,,2.0
11331,apaziquone,apaziquone,100.0,,3.0
11341,emapalumab,emapalumab,100.0,2018.0,4.0
11353,perphenazine,perphenazine,100.0,1957.0,4.0
11358,deslorelin,deslorelin,100.0,2007.0,-1.0
11382,fosamprenavir,fosamprenavir,100.0,2003.0,4.0
11385,ulodesine,ulodesine,100.0,,-1.0
11401,azd1981,azd-1981,93.33333333333333,,2.0
11403,18f dcfbc,dcfbc,100.0,,0.5
11408,carotuximab (trc105),carotuximab,100.0,,3.0
11421,sp-2577 seclidemstat,seclidemstat,100.0,,1.0
11443,sulfasalazine,sulfasalazine,100.0,1950.0,4.0
11446,posoleucel (formerly known as alvr105) cells,posoleucel,100.0,,3.0
11456,rindopepimut (cdx-110) with gm-csf,rindopepimut,100.0,,3.0
11460,ipragliflozin,ipragliflozin,100.0,2014.0,4.0
11464,concizumab,concizumab,100.0,,3.0
11471,lorecivivint,lorecivivint,100.0,,3.0
11472,bitopertin [ro4917838],bitopertin,100.0,,3.0
11479,edit-101,edit-101,100.0,,
11485,nikkomycin z,nikkomycin z,90.9090909090909,,
11486,ultratracetm iobenguane i 131 imaging,iobenguane,100.0,2018.0,4.0
11504,aztreonam,aztreonam,100.0,1986.0,4.0
11512,itolizumab [bmab 600],itolizumab,100.0,,3.0
11524,dolastatin 10,dopastatin,90.0,,2.0
11525,racivir,racivir,100.0,,2.0
11527,cb-103,cb-103,100.0,,2.0
11533,gallium dotatate,dotatate,100.0,2020.0,4.0
11537,efpeglenatide sar439977,efpeglenatide,100.0,,3.0
11541,arzoxifene,arzoxifene,100.0,,2.0
11545,azd7325,azd-7325,93.33333333333333,,1.0
11547,oat flour,oat,100.0,,
11561,bilastine,bilastine,100.0,,4.0
11602,aticaprant,aticaprant,100.0,,3.0
11605,env-101 (taladegib),taladegib,90.0,,2.0
11613,atosiban,atosiban,100.0,2000.0,4.0
11617,pinometostat,pinometostat,100.0,,2.0
11625,n6022,n-6022,90.9090909090909,,
11627,ly2811376,ly-2811376,94.73684210526316,,
11635,ides® (imlifidase),imlifidase,90.9090909090909,2020.0,4.0
11645,l-tryptophan supplementation,d-tryptophan,91.66666666666666,,
11666,calcifediol,calcifediol,100.0,1980.0,4.0
11676,dorzolamide,dorzolamide,100.0,1994.0,4.0
11700,ubidecarenone injectable nanosuspension,ubidecarenone,100.0,,3.0
11704,trk-250,trk-250,100.0,,
11714,tozuleristide,tozuleristide,100.0,,2.0
11719,alclometasone cream,alclometasone,100.0,1982.0,4.0
11722,esmolol,esmolol,100.0,1986.0,4.0
11732,lumasiran,lumasiran,100.0,,4.0
11738,alfimeprase,alfimeprase,100.0,,3.0
11742,gen-001,gen-001,100.0,,
11743,fasudil hydrochloride,fasudil,100.0,,3.0
11748,pirtobrutinib,pirtobrutinib,100.0,2023.0,4.0
11750,ginger,ginger,100.0,,4.0
11763,carisoprodol sr,carisoprodol,100.0,1959.0,4.0
11767,crs-207,crs-207,100.0,,
11769,nerispirdine,nerispirdine,100.0,,2.0
11772,rvt-101,rvt-3101,93.33333333333333,,
11773,ridinilazole,ridinilazole,100.0,,3.0
11774,fidaxomicin,fidaxomicin,100.0,,
11794,nicardipine hydrochloride,nicardipine,100.0,1988.0,4.0
11803,amlitelimab dp1,amlitelimab,100.0,,2.0
11815,bemnifosbuvir (bem)/ruzasvir (rzr) fdc under fasting conditions,bemnifosbuvir,100.0,,3.0
11833,bevasiranib,bevasiranib,100.0,,3.0
11842,aldosterone,aldosterone,100.0,,
11852,ganirelix - early puberty ganirelix visit,ganirelix,100.0,1999.0,4.0
11855,darusentan,darusentan,100.0,,3.0
11864,ofloxacin,ofloxacin,100.0,1990.0,4.0
11866,alvimopan,alvimopan,100.0,2008.0,4.0
11871,oral cinnamon extract,cinnamon,100.0,,3.0
11882,primaquine,primaquine,100.0,,
11886,sar405838,sar-405838,94.73684210526316,,1.0
11894,saquinavir [invirase],saquinavir,100.0,,
11899,tu-100,tu-100,100.0,,2.0
11900,mbx-2982,mbx-2982,100.0,,2.0
11901,dazucorilant,dazucorilant,100.0,,1.0
11910,dsm265  sdd granules,dsm-265,92.3076923076923,,2.0
11914,cs0159 (linafexor),linafexor,90.0,,
11919,netupitant,netupitant,100.0,2014.0,4.0
11925,nidufexor,nidufexor,100.0,,2.0
11938,pegzilarginase,pegzilarginase,100.0,,3.0
11940,eteplirsen,eteplirsen,100.0,2016.0,4.0
11941,epi-589,epi-589,100.0,,2.0
11965,nystatin,nystatin,100.0,1964.0,4.0
11977,acp-01,acp-015,92.3076923076923,,2.0
11981,pri-724,pri-724,100.0,,2.0
11982,ft-1101,ft-1101,100.0,,
11983,resmetirom,resmetirom,100.0,,3.0
12003,lifileucel,lifileucel,100.0,,3.0
12016,a166,a166,100.0,,
12017,dipyridamole (mg),dipyridamole,100.0,1961.0,4.0
12026,lanifibranor,lanifibranor,100.0,,3.0
12029,argatroban,argatroban,100.0,,
12031,valbenazine,valbenazine,100.0,2017.0,4.0
12034,2-methoxyestradiol,2-methoxyestradiol,100.0,,2.0
12045,vamorolone 0./kg/day,vamorolone,100.0,2023.0,4.0
12056,desmopressin acetate,desmopressin,100.0,1978.0,4.0
12058,e7820,e-7820,90.9090909090909,,2.0
12072,cefpodoxime.,cefpodoxime,95.65217391304348,,4.0
12087,levoketoconazole,levoketoconazole,100.0,2021.0,4.0
12088,sor-c13,sor-c13,100.0,,1.0
12101,ferumoxides 11. solution for injection,ferumoxides,100.0,1996.0,4.0
12106,fx-1006a,fx-1006a,100.0,,2.0
12109,crolibulin,crolibulin,100.0,,2.0
12112,elsamitrucin,elsamitrucin,100.0,,2.0
12116,azd9496,azd-9496,93.33333333333333,,1.0
12118,oncolytic measles virus encoding thyroidal sodium iodide symporter,iodide,100.0,,-1.0
12122,sb-743921,sb-743921,100.0,,
12129,gsk923295,gsk-923295,94.73684210526316,,1.0
12134,rezafungin for injection,rezafungin,100.0,2023.0,4.0
12138,ds-2325a,ds-2325a,100.0,,1.0
12148,ladarixin,ladarixin,100.0,,
12162,pf-06650833,pf-06650833,100.0,,2.0
12177,cobitolimod,cobitolimod,100.0,,3.0
12191,tivanisiran sodium ophthalmic solution,tivanisiran,100.0,,3.0
12193,(r)-propafenone,(r)-propafenone,100.0,1989.0,4.0
12194,(s)-propafenone,(s)-propafenone,100.0,,
12236,aducanumab,aducanumab,100.0,2021.0,4.0
12251,pm060184,pm-060184,94.11764705882352,,2.0
12254,nv-5138,nv-5138,100.0,,2.0
12256,alagebrium (generic: alt-711),alagebrium,100.0,,2.0
12264,aldoxorubicin hcl,aldoxorubicin,100.0,,3.0
12265,etbx-011,etbx-011,100.0,,
12266,etbx-021,etbx-021,100.0,,
12267,etbx-051,etbx-051,100.0,,
12268,etbx-061,etbx-061,100.0,,
12269,gi-4000,gi-4000,100.0,,
12271,gi-6301,gi-6301,100.0,,
12303,azd7648,azd-7648,93.33333333333333,,1.0
12315,remibrutinib,remibrutinib,100.0,,3.0
12344,glucarpidase,glucarpidase,100.0,2012.0,4.0
12351,galicaftor,galicaftor,100.0,,2.0
12352,navocaftor,navocaftor,100.0,,2.0
12366,tc-6987,tc-6987,100.0,,2.0
12374,lucinactant delivered via investigational delivery device,lucinactant,100.0,2012.0,4.0
12377,plant cell expressed recombinant glucocerebrosidase (prgcd),peg-glucocerebrosidase,90.0,,
12384,carboxyamidotriazole,carboxyamidotriazole,100.0,,3.0
12385,bbv152,bbv152,100.0,,3.0
12388,enfuvirtide,enfuvirtide,100.0,,
12389,carnosine,carnosine,100.0,,2.0
12403,mavorixafor,mavorixafor,100.0,,3.0
12404,neflamapimod,neflamapimod,100.0,,2.0
12413,vb-201,vb-201,100.0,,2.0
12423,lexatumumab alone,lexatumumab,100.0,,2.0
12428,nilutamide,nilutamide,100.0,1996.0,4.0
12429,jnj39758979,jnj-39758979,95.65217391304348,,2.0
12435,rodatristat ethyl  tablet bid,rodatristat,100.0,,2.0
12448,bevirimat,bevirimat,100.0,,2.0
12458,grapiprant,grapiprant,100.0,2018.0,2.0
12463,elafibranor,elafibranor,100.0,,3.0
12464,azd3759,azd-3759,93.33333333333333,,
12466,chinese red yeast rice (cryr),yeast,100.0,,-1.0
12484,lomitapide,lomitapide,100.0,2012.0,4.0
12488,sofpironium bromide gel,sofpironium,100.0,,3.0
12501,efzofitimod /kg,efzofitimod,100.0,,
12504,iti-214,iti-214,100.0,,2.0
12507,leuvectin,leuvectin,100.0,,
12541,apomorphine,apomorphine,100.0,2001.0,4.0
12542,pridopidine,pridopidine,100.0,,3.0
12545,eluxadoline,eluxadoline,100.0,2015.0,4.0
12550,dulanermin,dulanermin,100.0,,2.0
12557,treosulfan,treosulfan,100.0,2019.0,4.0
12561,lademirsen (sar339375),lademirsen,100.0,,2.0
12564,diflunisal,diflunisal,100.0,1982.0,4.0
12572,80 milligrams nsi-189,nsi-189,100.0,,2.0
12586,raav1-cb-haat,raav1-cb-haat,100.0,,
12595,ricolinostat,ricolinostat,100.0,,2.0
12606,zaleplon  capsules,zaleplon,100.0,1999.0,4.0
12613,nortriptyline,nortriptyline,100.0,1964.0,4.0
12618,oregovomab,oregovomab,100.0,,3.0
12624,mk-8189,mk-8189,100.0,,2.0
12633,imvotamab,imvotamab,100.0,,2.0
12652,true test allergens fragrance mix and thimerosol,thimerosal,90.0,,4.0
12653,nabumetone  tablets,nabumetone,100.0,1991.0,4.0
12670,px-12,px-12,100.0,,2.0
12671,setanaxib,setanaxib,100.0,,2.0
12692,intuvax (inn: ilixadencel),ilixadencel,95.65217391304348,,
12703,camizestrant,camizestrant,100.0,,3.0
12726,ima901,ima901,100.0,,
12733,lb-100 for injection,lb-100,100.0,,2.0
12735,gs-9191 ointment,gs-9191,100.0,,1.0
12749,tributyrin,tributyrin,100.0,,1.0
12750,freeze-dried strawberry powder,strawberry,100.0,,
12759,zb131,zb131,100.0,,
12772,ontorpacept (tti-621),ontorpacept,100.0,,2.0
12773,sinecatechins ointment,sinecatechins,100.0,2006.0,4.0
12781,ao-176,ao-176,100.0,,
12810,taurine,taurine,100.0,,4.0
12829,fluphenazine hcl,fluphenazine,100.0,1967.0,4.0
12834,deferitazole (disodium salt,deferitazole,100.0,,2.0
12851,glpg1205,glpg-1205,94.11764705882352,,2.0
12852,cenicriviroc,cenicriviroc,100.0,,3.0
12867,motixafortide,motixafortide,100.0,,3.0
12869,adxs31-164,adxs-31164,90.0,,2.0
12870,alomfilimab,alomfilimab,100.0,,1.0
12875,teprotumumab,teprotumumab,100.0,2020.0,4.0
12881,sgs-742,sgs-742,100.0,,2.0
12885,cep-1347,cep-1347,100.0,,
12891,icrucumab,icrucumab,100.0,,2.0
12893,acapatamab,acapatamab,100.0,,1.0
12895,sabatolimab,sabatolimab,100.0,,3.0
12901,nadolol,nadolol,100.0,1979.0,4.0
12916,cpi-1205,cpi-1205,100.0,,1.0
12917,bemarituzumab,bemarituzumab,100.0,,3.0
12922,boceprevir,boceprevir,100.0,,
12934,sgi-1776,sgi-1776,100.0,,1.0
12938,bethanechol (),bethanechol,100.0,1948.0,4.0
12958,the-630,the-630,100.0,,
12964,oms103hp,oms-103hp,94.11764705882352,,-1.0
12968,alisporivir,alisporivir,100.0,,3.0
12994,trimethobenzamide hydrochloride,trimethobenzamide,100.0,1974.0,4.0
13011,survaxm,survaxm,100.0,,2.0
13017,trv120027,trv-120027,94.73684210526316,,2.0
13020,zd6126,zd-6126,92.3076923076923,,2.0
13030,ave9633,ave9633,100.0,,1.0
13053,zw25 (zanidatamab),zanidatamab,91.66666666666666,,3.0
13110,avi-7537,avi-7537,100.0,,1.0
13118,tonabacase (lsvt-1701),tonabacase,100.0,,
13127,rilotumumab,rilotumumab,100.0,,3.0
13131,nacubactam,nacubactam,100.0,,3.0
13136,activated charcoal and apple juice,apple,100.0,,-1.0
13184,lanicemine,lanicemine,100.0,,2.0
13196,dinutuximab,dinutuximab,100.0,2015.0,4.0
13217,tnp-470,tnp-470,100.0,,
13256,denufosol tetrasodium (ins37217) intravitreal injection,denufosol,100.0,,3.0
13263,defibrotide,defibrotide,100.0,,3.0
13272,secoisolariciresinol,secoisolariciresinol,100.0,,2.0
13289,cemdisiran,cemdisiran,100.0,,3.0
13290,pozelimab,pozelimab,100.0,2023.0,4.0
13300,tecadenoson,tecadenoson,100.0,,
13308,doravirine (dor),doravirine,100.0,2018.0,4.0
13310,ganitumab,ganitumab,100.0,,3.0
13318,bucindolol hydrochloride,bucindolol,100.0,,2.0
13336,fcr001,fcr001,100.0,,
13338,scopolamine,scopolamine,100.0,,4.0
13349,tabalumab auto-injector,tabalumab,100.0,,3.0
13386,tabelecleucel,tabelecleucel,100.0,2022.0,4.0
13390,fisogatinib (blu-554),fisogatinib,100.0,,2.0
13406,bms-908662,bms-908662,100.0,,2.0
13432,indoximod,indoximod,100.0,,2.0
13435,epelsiban,epelsiban,100.0,,2.0
13459,tak-733,tak-733,100.0,,1.0
13474,cti-1601,cti-1601,100.0,,2.0
13484,concentrated beet root juice,beet,100.0,,
13498,aro-ang 3 injection,aro-ang3,93.33333333333333,,3.0
13506,safinimide 50-/day,safinamide,90.0,2015.0,4.0
13517,utomilumab,utomilumab,100.0,,3.0
13536,ino-1001,ino-1001,100.0,,
13537,guaifenesin,guaifenesin,100.0,2002.0,4.0
13542,stx107,stx-107,92.3076923076923,,2.0
13560,carbomer 980 (1146a),carbomer,100.0,,4.0
13574,codeine,codeine,100.0,1952.0,4.0
13596,cnp-201,cn-201,92.3076923076923,,
13597,mol4239,mol-4239,93.33333333333333,,2.0
13624,phase 1 - oxi4503,oxi-4503,93.33333333333333,,1.0
13633,azd4547,azd-4547,93.33333333333333,,2.0
13643,benzocaine infusion into duodenum,benzocaine,100.0,,4.0
13650,srt2104,srt-2104,93.33333333333333,,2.0
13658,merimepodib,merimepodib,100.0,,2.0
13661,pimecrolimus cream,pimecrolimus,100.0,2001.0,4.0
13673,cefiderocol,cefiderocol,100.0,2019.0,4.0
13685,cd101 iv,cxd101,90.9090909090909,,2.0
13690,saredutant succinate (sr48968c),saredutant,100.0,,
13692,sonidegib,sonidegib,100.0,2015.0,4.0
13695,lirentelimab (ak002),lirentelimab,100.0,,3.0
13716,azd9056,azd-9056,93.33333333333333,,2.0
13720,medi0680 (amp-514),medi0680,100.0,,
13749,lerodalcibep,lerodalcibep,100.0,,3.0
13750,galactose,galactose,100.0,,3.0
13751,bms-754807,bms-754807,100.0,,2.0
13752,combination of neostigmine and glycopyrrolate,neostigmine,100.0,2013.0,4.0
13768,nafithromycin,nafithromycin,100.0,,2.0
13770,citocoline,citicoline,90.0,,3.0
13771,tenalisib,tenalisib,100.0,,2.0
13801,pepcan,pecan,90.9090909090909,,
13813,ripasudil,ripasudil,100.0,,3.0
13814,oxabact oc5 - oxalobacter formigenes strain hc-1,oxabact,100.0,,
13819,conatumumab,conatumumab,100.0,,2.0
13837,budiglimab,budigalimab,95.23809523809523,,2.0
13850,wve-210201 (suvodirsen),suvodirsen,90.9090909090909,,2.0
13851,denagliptin (gw823093),denagliptin,100.0,,2.0
13863,pln-74809,pln-74809,100.0,,2.0
13873,orforglipron,orforglipron,100.0,,1.0
13877,opaganib,opaganib,100.0,,2.0
13886,active: wst-057 4ml ( pirenzepine free base monohydrate) topical solution,pirenzepine,100.0,,-1.0
13887,plinabulin,plinabulin,100.0,,3.0
13897,ipratropium bromide  and albuterol sulfate,ipratropium,100.0,1986.0,4.0
13910,cxa-101/ tazobactam and metronidazole,tazobactam,100.0,,
13911,batiraxcept,batiraxcept,100.0,,3.0
13934,bempegaldesleukin,bempegaldesleukin,100.0,,3.0
13940,"cp-547,632",cp-547632,94.73684210526316,,
13942,h3b-8800 (rvt-2001),h3b-8800,100.0,,1.0
13943,zafirlukast,zafirlukast,100.0,1996.0,4.0
13948,retinoid 9cuab30,9cuab30,100.0,,1.0
13965,oncolytic adenovirus (serotype 5) - cg0070,cg0070,100.0,,3.0
13991,ethambutol,ethambutol,100.0,1967.0,4.0
14000,vitamin k antagonist (warfarin or acenocoumarol) tablets,acenocoumarol,96.2962962962963,,4.0
14006,phenoxybenzamine,phenoxybenzamine,100.0,1953.0,4.0
14022,darifenacin,darifenacin,100.0,2004.0,4.0
14026,vatiquinone,vatiquinone,100.0,,3.0
14053,nitisinone,nitisinone,100.0,2002.0,4.0
14055,nnc0114-0006,nnc0114-0006,100.0,,2.0
14073,bamlanivimab,bamlanivimab,100.0,,3.0
14081,casirivimab + imdevimab,casirivimab,100.0,,3.0
14129,pagoclone,pagoclone,100.0,,2.0
14134,cenobamate,cenobamate,100.0,2020.0,4.0
14141,[11c] raclopride,raclopride,100.0,,1.0
14142,ino-4800,ino-4800,100.0,,2.0
14146,vernakalant injection,vernakalant,100.0,2010.0,4.0
14153,ht-0712,ht-0712,100.0,,
14171,bms-813160,bms-813160,100.0,,2.0
14190,norgestrel 0.,norgestrel,100.0,1968.0,4.0
14213,99mtechnicium (sestamibi or tetrofosmin),tetrofosmin,95.65217391304348,,3.0
14216,zotatifin,zotatifin,100.0,,2.0
14235,ang1005,ang1005,100.0,,3.0
14254,hm15912,hm15912,100.0,,
14260,inhaled nebulized milrinone,milrinone,100.0,1987.0,4.0
14263,crs3123  capsule,crs-3123,93.33333333333333,,2.0
14270,posiphen,posiphen,100.0,,1.0
14278,cx-2009,cx-2009,100.0,,2.0
14287,astx029,astx-029,93.33333333333333,,1.0
14331,atx01,atx-01,90.9090909090909,,
14338,human placenta-derived cells pda001- (cenplacel-l),cenplacel-l,91.66666666666666,,2.0
14371,verubulin,verubulin,100.0,,-1.0
14387,firsocostat,firsocostat,100.0,,2.0
14401,erdafitinib,erdafitinib,100.0,2019.0,4.0
14419,piritrexim,piritrexim,100.0,,-1.0
14438,leronlimab,leronlimab,100.0,,3.0
14443,tbi-223 oral suspension,tbi-223,100.0,,
14454,cgx1321,cgx-1321,93.33333333333333,,
14455,encorafenib,encorafenib,100.0,2018.0,4.0
14503,eugenol based zinc oxide and ferric sulfate,eugenol,100.0,,0.5
14505,os2966,os2966,100.0,,
14519,vistusertib,vistusertib,100.0,,2.0
14523,silicon phthalocyanine 4,silicon,100.0,,3.0
